epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,learning_rate
1,2.921974617987871,0.1331787109375,2.6165840148925783,0.236,0.01
2,2.505490604788065,0.260650634765625,2.3711406230926513,0.3032,0.01
3,2.2785056103020906,0.32769775390625,2.1683493137359617,0.3568,0.01
4,2.096097843721509,0.382537841796875,2.034408926963806,0.4288,0.01
5,1.920317611657083,0.432159423828125,1.8714787483215332,0.4672,0.01
6,1.7654542857781053,0.48016357421875,1.7806212902069092,0.4792,0.01
7,1.6572114592418075,0.50823974609375,1.5984873056411744,0.5224,0.01
8,1.5532602239400148,0.53717041015625,1.6257334232330323,0.5256,0.01
9,1.4637090247124434,0.56024169921875,1.5073953151702881,0.5456,0.01
10,1.3689662776887417,0.5875244140625,1.497763466835022,0.5688,0.01
11,1.2980086924508214,0.60845947265625,1.4928629875183106,0.576,0.01
12,1.219635872170329,0.6292724609375,1.4206127405166626,0.5824,0.01
13,1.1586228641681373,0.647369384765625,1.4336332559585572,0.584,0.01
14,1.0943350559100509,0.662811279296875,1.402534508705139,0.5888,0.01
15,1.0263603306375444,0.684661865234375,1.4660748958587646,0.576,0.01
16,0.957744475454092,0.702423095703125,1.3962750673294066,0.5952,0.01
17,0.910122805275023,0.7169189453125,1.4456736087799071,0.5896,0.01
18,0.8299468983896077,0.740264892578125,1.430598497390747,0.592,0.01
19,0.7696873918175697,0.756622314453125,1.4287493705749512,0.6032,0.01
20,0.7246743538416922,0.7694091796875,1.5013452053070069,0.5936,0.01
21,0.6559622501954436,0.786773681640625,1.5088271856307984,0.5776,0.01
22,0.5976495540235192,0.80743408203125,1.4839826583862306,0.612,0.01
23,0.5656651572789997,0.816680908203125,1.5341578006744385,0.6072,0.01
24,0.5296647588256747,0.82672119140625,1.5334279775619506,0.584,0.01
25,0.48654960142448545,0.841583251953125,1.6382152080535888,0.5936,0.01
26,0.45383879670407623,0.853546142578125,1.5017543077468871,0.6104,0.01
27,0.40602236380800605,0.866302490234375,1.5721318483352662,0.612,0.01
28,0.3831344617065042,0.873565673828125,1.676285171508789,0.6,0.01
29,0.36989958118647337,0.878509521484375,1.7018561363220215,0.5848,0.01
30,0.3231899843085557,0.8956298828125,1.7073690176010132,0.6112,0.01
31,0.3183469781652093,0.896270751953125,1.8278120517730714,0.5968,0.01
32,0.2969187257112935,0.90264892578125,1.7319044828414918,0.5992,0.01
33,0.2796673543052748,0.90814208984375,1.7720857858657837,0.584,0.001
34,0.12597235024441034,0.959808349609375,1.7162353277206421,0.624,0.001
35,0.08354167736251839,0.973968505859375,1.782654094696045,0.6336,0.001
36,0.07007223420077935,0.97845458984375,1.8626184225082398,0.6272,0.001
37,0.06643463607179001,0.97845458984375,1.8956253290176392,0.6304,0.001
38,0.05734520044643432,0.982269287109375,1.8897303342819214,0.6328,0.001
39,0.053704098594607785,0.983795166015625,1.9218328475952149,0.636,0.001
40,0.0494607786386041,0.98455810546875,1.9361612319946289,0.6352,0.001
41,0.044186814193381,0.986053466796875,1.9771555662155151,0.632,0.001
42,0.04173807250481332,0.9874267578125,1.9839664220809936,0.636,0.001
43,0.04062014713417739,0.9873046875,1.9922391653060914,0.6312,0.001
44,0.037544061211519875,0.988983154296875,2.03315749168396,0.636,0.001
45,0.03835578398866346,0.988372802734375,2.0290541887283324,0.6352,0.001
46,0.036534771767037455,0.989105224609375,2.0255305051803587,0.6368,0.001
47,0.03710978305025492,0.988922119140625,2.054261064529419,0.6408,0.001
48,0.03274552826042054,0.989654541015625,2.042390775680542,0.6352,0.001
49,0.030205071889213286,0.9906005859375,2.0676164627075195,0.6392,0.001
50,0.03022435754246544,0.990966796875,2.08461537361145,0.6408,0.001
51,0.027439182580565102,0.992034912109375,2.0882401943206785,0.6384,0.001
52,0.028718713081616443,0.990875244140625,2.121502923965454,0.6344,0.001
53,0.026075540787132923,0.9920654296875,2.115901970863342,0.6408,0.001
54,0.0279418787213217,0.991485595703125,2.1209432601928713,0.6392,0.001
55,0.02594644675264135,0.992523193359375,2.1579089641571043,0.6432,0.001
56,0.0252705295351916,0.99237060546875,2.179912042617798,0.6336,0.001
57,0.02572401659199386,0.991912841796875,2.136500024795532,0.6416,0.001
58,0.02353138890612172,0.993560791015625,2.186732530593872,0.6352,0.0001
59,0.02312817212441587,0.993316650390625,2.170533800125122,0.6384,0.0001
60,0.02146007067494793,0.99371337890625,2.1687226057052613,0.64,0.0001
61,0.023110458369046682,0.993194580078125,2.1574565887451174,0.6424,0.0001
62,0.021818423037984758,0.9937744140625,2.1608494997024534,0.6416,0.0001
63,0.02101362606481416,0.994384765625,2.1492405414581297,0.6408,0.0001
64,0.021385916701547103,0.99432373046875,2.1457730531692505,0.64,0.0001
65,0.019706551560375374,0.9942626953125,2.143920969963074,0.6408,0.0001
66,0.02188238983944757,0.99383544921875,2.158730316162109,0.64,0.0001
67,0.020769759446920943,0.993927001953125,2.1625229358673095,0.6424,0.0001
68,0.022655482203845168,0.993438720703125,2.1555795669555664,0.6424,0.0001
69,0.02119762057554908,0.99365234375,2.159108781814575,0.6416,0.0001
70,0.02057436561517534,0.994232177734375,2.1562417268753054,0.6408,0.0001
71,0.022252443628531182,0.99322509765625,2.1553764820098875,0.6432,0.0001
72,0.02196022383213858,0.993377685546875,2.1521040916442873,0.6432,0.0001
73,0.02026022854624898,0.994842529296875,2.158824610710144,0.6416,0.0001
74,0.01981305720983073,0.99407958984375,2.1572563648223877,0.644,1e-05
75,0.021826560860063182,0.993865966796875,2.159244441986084,0.644,1e-05
