epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,learning_rate
69,1.3932633371960386,0.6531938592284001,2.690916908976367,0.46448,1e-05
70,1.3921852410414206,0.6537250129815563,2.6978226625705926,0.46498,1e-05
71,1.3919778074787572,0.6534491301366333,2.686948218004173,0.46454,1e-05
72,1.3903224948152921,0.653499074444766,2.6953080511458998,0.46606,1e-05
73,1.3893399750321485,0.653621953298108,2.6916757761060124,0.4659,1e-05
74,1.387315742573963,0.6544662499355877,2.694133086277701,0.46484,1e-05
75,1.3872385278079546,0.6542125645609459,2.697187724625668,0.46428,1e-05
76,1.3836366285895527,0.6552526745969772,2.6953711235309807,0.46472,1e-05
77,1.3810718619176303,0.6555182514735552,2.70314851959648,0.46504,1e-05
78,1.381566546823336,0.6556514362952423,2.6927904329641397,0.4661,1e-05
79,1.3793549454133562,0.656235705423714,2.702026223892446,0.46514,1e-05
80,1.3771402637526688,0.6562927846330084,2.700993442779307,0.46462,1e-05
81,1.3767157341549687,0.6564664005612789,2.6994725462725704,0.46522,1e-05
82,1.375177371217659,0.6570974429307003,2.7015315407072493,0.46694,1e-05
83,1.3762902951555045,0.6565369568061011,2.7099123894406096,0.46454,1e-05
84,1.3719027732484297,0.6578434364855062,2.6993028358425324,0.46428,1e-05
85,1.372995916258436,0.6572274566852042,2.6967302948007803,0.46406,1e-05
86,1.3694889340226508,0.6577720874738883,2.7022701099400632,0.46424,1e-05
87,1.3696116534058422,0.6574962046289653,2.7085395097122777,0.46306,1e-05
88,1.3668497149077,0.6586639501191132,2.70633726717566,0.46252,1e-05
89,1.366843659414488,0.6585466206333414,2.7088677986808447,0.46486,1e-05
90,1.3661938146308616,0.6583991660093309,2.713607261247952,0.46398,1e-05
